"source_id","ingest_mode","title","creator_or_speaker","source_type","first_published","date_of_event","url_or_local_reference","language","grade","rights_or_permission","privacy_level","content_checksum","coverage_topics","location_marker","transcript_status","notes"
"P-0200-023","web","庄子·杂篇·庚桑楚","庄子后继文本群体","classical_text","约前3至前2世纪","战国晚期至汉初","https://ctext.org/zhuangzi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","修养；老子；社会；养生","杂篇第23篇","cataloged; selected passages reviewed","杂篇混合庄子后学、老子与内修材料。"
"P-0200-024","web","庄子·杂篇·徐无鬼","庄子后继文本群体","classical_text","约前3至前2世纪","战国晚期至汉初","https://ctext.org/zhuangzi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","政治；友谊；郢人；判断","杂篇第24篇","selected passages reviewed","郢人运斤与惠施墓故事用于友谊和共同技艺。"
"P-0200-025","web","庄子·杂篇·则阳","庄子后继文本群体","classical_text","约前3至前2世纪","战国晚期至汉初","https://ctext.org/zhuangzi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","政治；名实；知识；变化","杂篇第25篇","cataloged; selected passages reviewed","片段异质，不作单一立场。"
"P-0200-026","web","庄子·杂篇·外物","庄子后继文本群体","classical_text","约前3至前2世纪","战国晚期至汉初","https://ctext.org/zhuangzi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","外物；语言；得意忘言；困境","杂篇第26篇","selected passages reviewed","得鱼忘筌常被滥用，须保留方法与目的关系。"
"P-0200-027","web","庄子·杂篇·寓言","庄子后继文本群体","classical_text","约前3至前2世纪","战国晚期至汉初","https://ctext.org/zhuangzi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","寓言；重言；卮言；写作方法","杂篇第27篇","selected passages reviewed","可观察文本自述的表达策略，不等于庄周本人写作声明。"
"P-0200-028","web","庄子·杂篇·让王","杨朱倾向或后继文本群体","classical_text","约前3至前2世纪","战国晚期至汉初","https://ctext.org/zhuangzi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","让位；生命；财富；自保","杂篇第28篇","cataloged; selected passages reviewed","常归杨朱倾向，不能直接并入内篇庄子。"
"P-0200-029","web","庄子·杂篇·盗跖","原始主义或后继文本群体","classical_text","约前3至前2世纪","战国晚期至汉初","https://ctext.org/zhuangzi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","儒家批评；权力；盗跖；反讽","杂篇第29篇","cataloged; selected passages reviewed","激烈反儒叙事不代表所有庄子层次。"
"P-0200-030","web","庄子·杂篇·说剑","后继文本群体","classical_text","约前3至前2世纪","战国晚期至汉初","https://ctext.org/zhuangzi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","说服；政治；剑术；生命","杂篇第30篇","cataloged; selected passages reviewed","内容与核心庄子关系较弱。"
"P-0200-031","web","庄子·杂篇·渔父","后继文本群体","classical_text","约前3至前2世纪","战国晚期至汉初","https://ctext.org/zhuangzi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","孔子批评；真；礼；退隐","杂篇第31篇","cataloged; selected passages reviewed","后期庄老化的孔子叙事。"
"P-0200-032","web","庄子·杂篇·列御寇","庄子后继文本群体","classical_text","约前3至前2世纪","战国晚期至汉初","https://ctext.org/zhuangzi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","名声；贫困；死亡；庄子形象","杂篇第32篇","selected passages reviewed","含庄子临终等传说，史实层级低。"
"P-0200-033","web","庄子·杂篇·天下","综合主义编者群体","classical_text","约前2世纪","战国末至汉初","https://ctext.org/zhuangzi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","学派史；庄子评价；多声部；综合","杂篇第33篇","selected passages reviewed","重要早期接受材料，不视为庄周自评。"
"P-0100-001","web","史记·老子韩非列传中的庄周","司马迁","historical_biography","约前100","庄周生平的汉代追述","https://ctext.org/shiji/lao-zi-han-fei-lie-zhuan/zhs","zh","A","public-domain ancient text; digital edition terms checked separately","public","","生平；漆园吏；拒仕；著述","庄周段","selected passage reviewed","晚出生平来源，文学化与传闻成分不可排除。"
"P-0250-034","web","荀子·解蔽中的庄子批评","荀子及其学派","early_critique","约前250","战国晚期","https://ctext.org/xunzi/jie-bi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","反方；天人；偏蔽；思想史","庄子蔽于天而不知人段","reviewed","重要反证；是论敌概括，不是中立传记。"
"P-0080-001","web","汉书·艺文志中的庄子著录","班固","bibliography","约公元80","汉代目录传统","https://ctext.org/han-shu/yi-wen-zhi/zh","zh","A","public-domain ancient text; digital edition terms checked separately","public","","五十二篇；目录；文本流传","诸子略道家类","cataloged","说明早期篇数传统，不足以恢复失篇。"
"P-0312-001","web","郭象三十三篇编本与注释传统","郭象；后世传本","commentary_recension","约公元300","西晋","https://ctext.org/datawiki.pl?if=en&res=561618","zh","A","public-domain ancient commentary; digital edition terms checked separately","public","","编本；内外杂篇；郭象；接受史","成书源流与三十三篇目录","reviewed","现存全文依赖郭象编定环境；不能把郭象解释等同庄周。"
"P-1891-001","web","The Texts of Taoism: Chuang Tzu","James Legge","public_domain_translation","1891","19世纪英译","https://ctext.org/zhuangzi","en","B","public-domain translation; digital edition terms checked separately","public","","早期英译；术语；比较","English translation layer","cataloged; selected passages reviewed","译词古旧，作为交叉定位而非唯一解释。"
"P-2004-001","web","Zhuangzi","Stanford Encyclopedia of Philosophy","scholarly_reference","2004","现代研究","https://plato.stanford.edu/archives/spr2004/entries/zhuangzi/","en","B","open academic reference; cite page and respect site terms","public","","文本层次；内外篇；思想主题；郭象","sections 1-3","reviewed","采用较早的传统归属框架，同时列出多作者警告。"
"P-2017-001","web","Zhuangzi","Stanford Encyclopedia of Philosophy","scholarly_reference","2017","现代研究","https://plato.stanford.edu/archives/sum2017/entries/zhuangzi/","en","B","open academic reference; cite page and respect site terms","public","","作者争议；学派分层；语言；相对主义","sections 1-4","reviewed","更强调内篇作者归属也是推测。"
"P-2025-001","web","Zhuangzi","Stanford Encyclopedia of Philosophy","scholarly_reference","2025 archive","现代研究","https://plato.stanford.edu/archives/win2025/entries/zhuangzi/","en","B","open academic reference; cite page and respect site terms","public","","建设性怀疑；语言；技艺；视角","sections on skepticism and know-how","reviewed","一种偏语言哲学的现代解释，不能独占全书。"
"P-2024-001","web","Zhuangzi (Chuang-Tzu, Chinese Philosopher)","Internet Encyclopedia of Philosophy","scholarly_reference","n.d.; accessed 2026","现代研究","https://iep.utm.edu/zhuangzi-chuang-tzu-chinese-philosopher/","en","B","open academic reference; cite page and respect site terms","public","","历史背景；文本分层；内篇概念；解释史","sections 1-4","reviewed","综合入口；具体年代与作者判断仍需交叉核验。"
"P-2009-001","web","Zhuangzi: The Essential Writings","庄子文本；Brook Ziporyn 译注","modern_translation","2009","现代译注","https://hackettpublishing.com/religion/asian-thought/zhuangzi-the-essential-writings","en","B","translation copyright; metadata and non-substitutive summaries only","public","","内篇；传统注释；多重解释；语言风格","publisher metadata and supplemental overview","cataloged","不保存受保护译文长段。"
"P-2020-001","web","Zhuangzi: The Complete Writings","庄子文本；Brook Ziporyn 译注","modern_translation","2020","现代译注","https://hackettpublishing.com/philosophy/asian-philosophy/zhuangzi-the-complete-writings","en","B","translation copyright; metadata and non-substitutive summaries only","public","","完整三十三篇；多声部；翻译；解释开放性","publisher metadata","cataloged","只记录版本与解释方法，不复制译文。"
"P-2022-001","web","Chinese Ethics","Stanford Encyclopedia of Philosophy","scholarly_reference","2022 archive","现代研究","https://plato.stanford.edu/archives/spr2022/entries/ethics-chinese/","en","B","open academic reference; cite page and respect site terms","public","","技艺伦理；怀疑；包容；死亡","Zhuangzi discussion","reviewed","用于平衡把庄子只读成怀疑主义的倾向。"
"P-2010-001","web","Respecting Different Ways of Life: A Daoist Ethics of Virtue in the Zhuangzi","Yong Huang","scholarly_article","2010","现代研究","https://www.cambridge.org/core/journals/journal-of-asian-studies/article/respecting-different-ways-of-life-a-daoist-ethics-of-virtue-in-the-zhuangzi/CE25517A0F876CC7EF9FB5DD0A8D245E","en","B","copyrighted scholarly article; abstract and non-substitutive summaries only","public","","伦理；差异生活；德性；相对主义批评","abstract and bibliographic metadata","cataloged","付费正文不下载；只用公开摘要和元数据。"
"P-2026-001","web","Chinese Text Project Zhuangzi digital base and chapter catalog","Chinese Text Project","digital_edition","2006-2026","古典文本数字化","https://ctext.org/zhuangzi/zh","zh","B","digital database terms; no bulk download; link and chapter-level review only","public","","版本；章节；底本；数字定位","三十三篇目录与底本说明","reviewed","不批量抓取数据库正文，章节链接只作定位。"
